Date/time;LCSS_t[c];LCSS_rh[%];REFERENCE_CO2[ppm];IRCA1(1)_co2[ppm];TDS0058(1)_co2[ppm]
06/02/2020_09:50:18;20.2;40.3;580;418.3;450.00
06/02/2020_09:55:18;20.1;40.1;572;436.8;450.00
06/02/2020_10:00:18;20.1;39.7;571;426.5;440.00
06/02/2020_10:05:18;20.2;39.8;571;423.2;440.00
06/02/2020_10:10:18;20.3;40.0;566;432.4;450.00
06/02/2020_10:15:18;20.4;39.5;578;440.3;460.00
06/02/2020_10:20:18;20.3;39.6;577;422.5;450.00
06/02/2020_10:25:18;20.3;39.6;582;417.7;450.00
06/02/2020_10:30:18;20.4;39.1;583;440.9;470.00
06/02/2020_10:35:18;20.4;39.4;594;467.6;470.00
06/02/2020_10:40:18;20.7;39.5;602;474.4;490.00
06/02/2020_10:45:18;20.5;39.1;603;428.3;480.00
06/02/2020_10:50:18;20.6;39.0;600;453.1;470.00
06/02/2020_10:55:18;20.6;39.5;611;468.5;490.00
06/02/2020_11:00:18;20.6;39.4;617;460.3;500.00
06/02/2020_11:05:18;20.7;39.4;626;450.3;510.00
06/02/2020_11:10:18;20.8;39.2;625;478.4;500.00
06/02/2020_11:15:18;20.8;39.2;628;494.1;510.00
06/02/2020_11:20:18;20.9;39.3;657;502.7;540.00
06/02/2020_11:25:18;21.0;38.9;652;495.1;520.00
06/02/2020_11:30:18;20.9;39.0;648;491.4;520.00
06/02/2020_11:35:18;20.9;39.8;671;554.8;570.00
06/02/2020_11:40:18;21.2;40.7;828;723.4;760.00
06/02/2020_11:45:18;21.3;41.5;933;803.9;860.00
06/02/2020_11:50:18;21.2;42.6;1027;926.0;960.00
06/02/2020_11:55:18;21.3;44.3;1121;978.8;1040.00
06/02/2020_12:00:18;21.5;44.8;1169;1003.5;1080.00
06/02/2020_12:05:18;21.6;45.0;1172;971.4;1070.00
06/02/2020_12:10:18;21.8;45.2;1183;1002.3;1080.00
06/02/2020_12:15:18;21.8;44.8;1167;955.9;1030.00
06/02/2020_12:20:18;21.9;44.3;1081;861.3;920.00
06/02/2020_12:25:18;22.0;44.2;1018;786.4;860.00
06/02/2020_12:30:18;21.9;44.2;987;768.1;840.00
06/02/2020_12:35:18;22.1;43.2;973;764.8;850.00
06/02/2020_12:40:18;22.0;43.6;967;772.1;850.00
06/02/2020_12:45:18;21.9;43.6;964;769.9;850.00
06/02/2020_12:50:18;21.9;43.5;956;765.4;840.00
06/02/2020_12:55:18;21.9;43.1;938;697.7;750.00
06/02/2020_13:00:18;22.3;42.1;847;642.5;690.00
06/02/2020_13:05:18;22.2;42.0;805;603.7;670.00
06/02/2020_13:10:18;22.2;42.4;793;608.1;670.00
06/02/2020_13:15:18;22.1;42.8;804;632.3;680.00
06/02/2020_13:20:18;22.2;42.9;802;619.0;680.00
06/02/2020_13:25:18;22.1;43.8;808;618.5;690.00
06/02/2020_13:30:18;22.4;43.0;822;626.9;710.00
06/02/2020_13:35:18;22.4;43.2;816;650.3;710.00
06/02/2020_13:40:18;22.4;42.9;825;660.0;710.00
06/02/2020_13:45:18;22.5;42.7;830;626.9;710.00
06/02/2020_13:50:18;22.5;42.3;822;628.0;720.00
06/02/2020_13:55:18;22.6;42.2;831;630.8;720.00
06/02/2020_14:00:18;22.6;42.1;830;633.7;710.00
06/02/2020_14:05:18;22.6;42.1;819;616.0;710.00
06/02/2020_14:10:18;22.7;42.1;825;616.3;710.00
06/02/2020_14:15:18;22.6;42.2;827;625.5;720.00
06/02/2020_14:20:18;22.6;42.0;836;634.7;710.00
06/02/2020_14:25:18;22.6;42.2;831;622.6;710.00
06/02/2020_14:30:18;22.7;42.0;839;619.0;710.00
06/02/2020_14:35:18;22.7;41.8;830;641.2;720.00
06/02/2020_14:40:18;22.7;41.9;839;646.3;710.00
06/02/2020_14:45:18;22.8;41.8;828;640.0;710.00
06/02/2020_14:50:18;22.9;41.7;833;601.6;720.00
06/02/2020_14:55:18;22.8;42.0;839;640.7;710.00
06/02/2020_15:00:18;22.8;41.8;834;648.7;710.00
06/02/2020_15:05:18;22.9;41.8;827;613.3;720.00
06/02/2020_15:10:18;22.8;41.9;856;620.5;720.00
06/02/2020_15:15:18;22.8;41.9;834;639.7;720.00
06/02/2020_15:20:18;22.9;41.7;844;629.4;710.00
06/02/2020_15:25:18;22.9;42.0;839;636.4;720.00
06/02/2020_15:30:18;23.0;41.5;842;616.4;710.00
06/02/2020_15:35:18;22.9;41.6;844;656.7;720.00
06/02/2020_15:40:18;22.9;41.7;847;634.9;720.00
06/02/2020_15:45:18;23.0;41.5;836;633.2;720.00
06/02/2020_15:50:18;22.9;41.6;839;629.0;720.00
06/02/2020_15:55:18;23.0;41.4;827;626.6;720.00
06/02/2020_16:00:18;23.1;41.5;842;641.5;730.00
06/02/2020_16:05:18;23.1;41.4;833;627.0;720.00
06/02/2020_16:10:18;23.2;41.5;839;654.1;720.00
06/02/2020_16:15:18;23.1;41.4;834;653.8;730.00
06/02/2020_16:20:18;23.2;41.4;845;656.0;720.00
06/02/2020_16:25:18;23.2;41.5;841;641.4;730.00
06/02/2020_16:30:18;23.2;41.6;836;642.5;730.00
06/02/2020_16:35:18;23.2;41.6;845;647.1;720.00
06/02/2020_16:40:18;23.2;41.5;841;658.0;720.00
06/02/2020_16:45:18;23.2;41.6;845;643.2;720.00
06/02/2020_16:50:18;23.2;41.6;837;649.3;730.00
06/02/2020_16:55:18;23.3;41.6;841;659.1;720.00
06/02/2020_17:00:18;23.2;41.5;839;651.0;720.00
06/02/2020_17:05:18;23.1;42.6;882;744.0;800.00
06/02/2020_17:10:18;23.4;43.6;978;808.1;910.00
06/02/2020_17:15:18;23.4;43.7;1021;841.5;940.00
06/02/2020_17:20:18;23.5;43.2;1041;845.2;940.00
06/02/2020_17:25:18;23.4;43.2;1038;840.7;940.00
06/02/2020_17:30:18;23.5;43.1;1053;815.0;940.00
06/02/2020_17:35:18;23.4;42.9;1047;827.0;940.00
06/02/2020_17:40:18;23.4;43.1;1038;831.0;940.00
06/02/2020_17:45:18;23.5;42.6;1047;805.8;930.00
06/02/2020_17:50:18;23.5;42.8;1047;834.5;930.00
06/02/2020_17:55:18;23.5;43.0;1038;817.5;920.00
06/02/2020_18:00:18;23.5;44.1;1089;939.2;1030.00
06/02/2020_18:05:18;23.5;44.5;1172;1006.6;1100.00
06/02/2020_18:10:18;23.6;44.9;1229;1032.7;1150.00
06/02/2020_18:15:18;23.4;45.8;1246;1039.5;1150.00
06/02/2020_18:20:18;23.6;45.3;1261;1047.3;1170.00
06/02/2020_18:25:18;23.6;46.1;1357;1198.6;1320.00
06/02/2020_18:30:18;23.6;45.9;1411;1213.4;1330.00
06/02/2020_18:35:18;23.7;45.6;1426;1206.6;1330.00
06/02/2020_18:40:18;23.8;44.5;1411;1198.1;1320.00
06/02/2020_18:45:18;23.8;43.3;1357;1115.7;1240.00
06/02/2020_18:50:18;23.7;42.3;1286;1006.8;1150.00
06/02/2020_18:55:18;23.7;41.1;1203;961.5;1060.00
06/02/2020_19:00:18;23.6;40.6;1149;931.1;1020.00
06/02/2020_19:05:18;23.4;40.0;1133;884.5;1010.00
06/02/2020_19:10:18;23.3;40.0;1101;878.0;990.00
06/02/2020_19:15:18;23.6;40.6;1161;986.4;1090.00
06/02/2020_19:20:18;23.4;40.6;1184;990.8;1100.00
06/02/2020_19:25:18;23.3;41.2;1186;963.8;1070.00
06/02/2020_19:30:18;23.1;41.4;1195;952.9;1080.00
06/02/2020_19:35:18;23.0;41.6;1181;948.7;1070.00
06/02/2020_19:40:18;23.1;41.8;1172;962.2;1060.00
06/02/2020_19:45:18;23.0;41.9;1161;959.4;1040.00
06/02/2020_19:50:18;23.0;42.0;1161;926.8;1040.00
06/02/2020_19:55:18;23.1;41.9;1146;923.7;1020.00
06/02/2020_20:00:18;23.0;42.2;1132;926.3;1010.00
06/02/2020_20:05:18;22.7;42.8;1115;919.3;1010.00
06/02/2020_20:10:18;22.3;43.6;1103;884.5;990.00
06/02/2020_20:15:18;22.1;43.9;1095;883.9;980.00
06/02/2020_20:20:18;22.0;44.5;1081;907.3;990.00
06/02/2020_20:25:18;22.0;44.4;1086;875.8;980.00
06/02/2020_20:30:18;22.0;44.2;1092;897.5;980.00
06/02/2020_20:35:18;22.0;44.4;1081;898.0;980.00
06/02/2020_20:40:18;22.1;44.6;1084;913.5;980.00
06/02/2020_20:45:18;21.9;44.8;1086;896.6;970.00
06/02/2020_20:50:18;22.0;44.8;1093;899.3;980.00
06/02/2020_20:55:18;21.8;44.6;1055;853.9;940.00
06/02/2020_21:00:18;21.9;44.9;1038;917.9;990.00
06/02/2020_21:05:18;22.2;44.5;1098;921.2;1010.00
06/02/2020_21:10:18;22.1;44.5;1087;893.8;990.00
06/02/2020_21:15:18;21.8;44.7;1058;861.5;940.00
06/02/2020_21:20:18;21.6;44.9;982;791.5;850.00
06/02/2020_21:25:18;21.6;44.9;936;752.2;800.00
06/02/2020_21:30:18;21.5;45.1;898;694.9;760.00
06/02/2020_21:35:18;21.4;45.1;890;683.3;760.00
06/02/2020_21:40:18;21.3;45.0;848;664.6;720.00
06/02/2020_21:45:18;21.2;44.9;816;643.2;680.00
06/02/2020_21:50:18;21.2;45.2;791;591.5;660.00
06/02/2020_21:55:18;21.2;45.0;763;576.2;630.00
06/02/2020_22:00:18;21.1;45.3;736;565.3;600.00
06/02/2020_22:05:18;21.0;45.5;717;551.7;590.00
06/02/2020_22:10:18;21.0;45.4;711;532.1;580.00
06/02/2020_22:15:18;20.9;45.7;699;518.4;570.00
06/02/2020_22:20:18;20.9;45.9;674;531.7;550.00
06/02/2020_22:25:18;20.9;45.9;669;521.2;550.00
06/02/2020_22:30:18;20.8;46.2;674;497.9;530.00
06/02/2020_22:35:18;20.7;46.5;651;498.0;530.00
06/02/2020_22:40:18;20.7;46.8;640;476.6;510.00
06/02/2020_22:45:18;20.7;46.8;637;496.0;510.00
06/02/2020_22:50:18;20.8;46.8;636;490.1;510.00
06/02/2020_22:55:18;20.6;46.8;631;484.0;510.00
06/02/2020_23:00:18;20.6;47.1;617;473.5;500.00
06/02/2020_23:05:18;20.7;47.2;617;482.5;490.00
06/02/2020_23:10:18;20.6;47.0;614;478.4;490.00
06/02/2020_23:15:18;20.4;46.4;614;475.1;490.00
06/02/2020_23:20:18;20.3;46.6;608;488.2;490.00
06/02/2020_23:25:18;20.4;47.6;671;591.5;590.00
06/02/2020_23:30:18;20.4;47.4;683;561.0;580.00
06/02/2020_23:35:18;20.2;47.3;680;562.6;560.00
06/02/2020_23:40:18;20.2;47.0;662;634.9;540.00
06/02/2020_23:45:18;20.0;47.4;657;572.4;520.00
06/02/2020_23:50:18;20.0;47.5;646;547.6;510.00
06/02/2020_23:55:18;20.0;47.5;631;571.3;510.00
07/02/2020_00:00:18;20.0;47.3;631;582.6;510.00
07/02/2020_00:05:18;19.9;47.5;626;617.7;500.00
07/02/2020_00:10:18;19.9;47.6;623;592.9;490.00
07/02/2020_00:15:18;19.8;47.8;617;690.8;490.00
07/02/2020_00:20:18;20.1;47.2;617;678.8;490.00
07/02/2020_00:25:18;20.0;47.4;620;554.8;490.00
07/02/2020_00:30:18;20.0;47.5;617;574.1;490.00
07/02/2020_00:35:18;19.9;47.9;611;531.9;490.00
07/02/2020_00:40:18;19.7;48.0;612;520.9;480.00
07/02/2020_00:45:18;19.7;48.3;620;538.5;490.00
07/02/2020_00:50:18;19.7;48.1;605;510.0;480.00
07/02/2020_00:55:18;19.6;48.2;611;508.5;490.00
07/02/2020_01:00:18;19.8;48.3;609;546.1;480.00
07/02/2020_01:05:18;19.8;48.3;605;614.4;480.00
07/02/2020_01:10:18;19.7;48.3;608;531.8;480.00
07/02/2020_01:15:18;19.7;48.4;611;508.4;480.00
07/02/2020_01:20:18;19.8;48.4;611;515.4;480.00
07/02/2020_01:25:18;19.6;48.9;611;522.4;490.00
07/02/2020_01:30:18;19.6;49.1;617;491.8;480.00
07/02/2020_01:35:18;19.6;49.2;616;487.6;480.00
07/02/2020_01:40:18;19.6;49.3;600;512.4;480.00
07/02/2020_01:45:18;19.6;49.2;602;515.1;480.00
07/02/2020_01:50:18;19.5;49.4;600;497.1;480.00
07/02/2020_01:55:18;19.6;49.9;612;492.2;480.00
07/02/2020_02:00:18;19.5;49.7;611;501.2;480.00
07/02/2020_02:05:18;19.5;50.0;608;511.4;480.00
07/02/2020_02:10:18;19.6;50.6;612;507.3;480.00
07/02/2020_02:15:18;19.6;50.6;614;506.1;480.00
07/02/2020_02:20:18;19.6;50.8;611;499.1;480.00
07/02/2020_02:25:18;19.5;51.2;608;513.7;500.00
07/02/2020_02:30:18;19.4;51.4;606;507.5;490.00
07/02/2020_02:35:18;19.4;51.9;605;501.1;480.00
07/02/2020_02:40:18;19.4;52.3;605;488.4;480.00
07/02/2020_02:45:18;19.3;52.7;612;503.2;480.00
07/02/2020_02:50:18;19.3;52.9;609;530.9;480.00
07/02/2020_02:55:18;19.5;52.9;614;489.0;480.00
07/02/2020_03:00:18;19.4;52.9;605;506.7;490.00
07/02/2020_03:05:18;19.3;52.2;617;528.9;500.00
07/02/2020_03:10:18;19.1;51.5;614;517.9;490.00
07/02/2020_03:15:18;18.9;51.7;605;491.8;480.00
07/02/2020_03:20:18;19.1;52.1;608;488.8;470.00
07/02/2020_03:25:18;19.2;52.5;603;500.0;470.00
07/02/2020_03:30:18;19.2;53.0;622;512.7;480.00
07/02/2020_03:35:18;19.3;53.4;614;474.6;480.00
07/02/2020_03:40:18;19.2;54.2;614;497.1;490.00
07/02/2020_03:45:18;19.2;54.8;614;494.0;490.00
07/02/2020_03:50:18;19.1;55.3;622;475.2;490.00
07/02/2020_03:55:18;19.2;55.8;628;508.8;500.00
07/02/2020_04:00:18;19.2;55.9;629;491.4;500.00
07/02/2020_04:05:18;19.3;56.0;625;510.8;500.00
07/02/2020_04:10:18;19.3;56.4;625;508.7;510.00
07/02/2020_04:15:18;19.3;56.6;640;514.9;510.00
07/02/2020_04:20:18;19.4;56.5;640;500.9;510.00
07/02/2020_04:25:18;19.5;56.4;648;535.0;530.00
07/02/2020_04:30:18;19.5;56.5;656;519.4;530.00
07/02/2020_04:35:18;19.5;56.8;651;514.5;530.00
07/02/2020_04:40:18;19.4;56.8;660;528.8;530.00
07/02/2020_04:45:18;19.3;57.1;662;526.7;530.00
07/02/2020_04:50:18;19.3;56.9;657;533.9;520.00
07/02/2020_04:55:18;19.4;57.4;654;511.8;520.00
07/02/2020_05:00:18;19.3;57.4;648;513.2;520.00
07/02/2020_05:05:18;19.4;57.4;645;521.8;510.00
07/02/2020_05:10:18;19.3;57.6;646;513.3;520.00
07/02/2020_05:15:18;19.3;57.7;649;520.0;520.00
07/02/2020_05:20:18;19.4;57.6;653;523.5;530.00
07/02/2020_05:25:18;19.5;57.5;665;546.0;540.00
07/02/2020_05:30:18;19.5;57.6;666;540.1;540.00
07/02/2020_05:35:18;19.4;58.1;674;538.8;550.00
07/02/2020_05:40:18;19.3;58.1;676;525.0;550.00
07/02/2020_05:45:18;19.5;57.8;685;560.3;560.00
07/02/2020_05:50:18;19.5;58.2;688;589.3;580.00
07/02/2020_05:55:18;19.4;58.6;702;555.8;580.00
07/02/2020_06:00:18;19.5;58.4;707;565.9;590.00
07/02/2020_06:05:18;19.6;58.4;711;589.2;570.00
07/02/2020_06:10:18;19.5;58.5;708;575.6;580.00
07/02/2020_06:15:18;19.4;58.7;706;561.8;570.00
07/02/2020_06:20:18;19.4;58.8;705;551.5;580.00
07/02/2020_06:25:18;19.5;58.6;697;575.6;570.00
07/02/2020_06:30:18;19.5;58.7;683;573.4;560.00
07/02/2020_06:35:18;19.5;58.9;693;553.5;560.00
07/02/2020_06:40:18;19.5;58.6;696;555.3;570.00
07/02/2020_06:45:18;19.6;58.7;700;579.1;580.00
07/02/2020_06:50:18;19.6;58.5;714;610.2;600.00
07/02/2020_06:55:18;19.7;58.5;719;571.1;590.00
07/02/2020_07:00:18;19.6;58.8;714;560.0;590.00
07/02/2020_07:05:18;19.7;58.5;711;591.9;590.00
07/02/2020_07:10:18;19.7;58.7;716;584.4;580.00
07/02/2020_07:15:18;19.7;58.4;705;577.4;570.00
07/02/2020_07:20:18;19.7;58.7;694;561.3;570.00
07/02/2020_07:25:18;19.8;58.2;705;574.6;570.00
07/02/2020_07:30:18;19.8;58.4;705;579.4;580.00
07/02/2020_07:35:18;19.9;58.1;711;589.8;590.00
07/02/2020_07:40:18;19.9;58.3;717;578.3;590.00
07/02/2020_07:45:18;20.0;57.7;705;576.2;590.00
07/02/2020_07:50:18;19.9;58.1;719;605.9;590.00
07/02/2020_07:55:18;20.0;58.1;731;581.2;600.00
07/02/2020_08:00:18;20.0;58.1;725;597.0;600.00
07/02/2020_08:05:18;20.0;58.1;739;609.2;620.00
07/02/2020_08:10:18;20.1;57.6;748;628.9;630.00
07/02/2020_08:15:18;20.0;57.9;757;627.2;640.00
07/02/2020_08:20:18;20.1;57.6;779;623.8;650.00
07/02/2020_08:25:18;20.3;57.4;782;648.5;660.00
07/02/2020_08:30:18;20.1;57.8;774;638.4;650.00
07/02/2020_08:35:18;20.1;58.1;771;620.1;630.00
07/02/2020_08:40:18;20.3;57.7;756;618.2;630.00
07/02/2020_08:45:18;20.5;57.4;771;650.7;650.00
07/02/2020_08:50:18;20.5;57.1;788;656.0;670.00
07/02/2020_08:55:18;20.4;56.5;813;699.7;690.00
07/02/2020_09:00:18;20.5;56.8;819;691.5;710.00
07/02/2020_09:05:18;20.7;56.4;836;717.1;720.00
07/02/2020_09:10:18;20.7;56.3;830;732.3;710.00
07/02/2020_09:15:18;20.6;56.3;827;723.0;720.00
07/02/2020_09:20:18;20.6;56.5;831;702.6;700.00
07/02/2020_09:25:18;20.7;56.3;828;714.7;710.00
07/02/2020_09:30:18;20.8;56.0;833;738.5;720.00
07/02/2020_09:35:18;20.8;56.1;836;706.2;710.00
07/02/2020_09:40:18;20.9;55.8;825;689.8;680.00
07/02/2020_09:45:18;20.9;56.0;819;698.5;690.00
07/02/2020_09:50:18;21.0;55.6;813;709.0;690.00
07/02/2020_09:55:18;21.0;55.5;834;710.4;700.00
07/02/2020_10:00:18;21.0;55.3;822;722.6;700.00
07/02/2020_10:05:18;21.0;55.1;839;748.8;720.00
07/02/2020_10:10:18;21.0;55.3;830;744.9;710.00
07/02/2020_10:15:18;21.0;55.3;837;736.3;730.00
07/02/2020_10:20:18;21.1;55.2;850;761.0;720.00
07/02/2020_10:25:18;21.2;54.6;864;766.1;730.00
07/02/2020_10:30:18;21.2;55.4;853;748.8;700.00
07/02/2020_10:35:18;21.2;54.9;836;754.4;710.00
07/02/2020_10:40:18;21.3;54.7;836;740.0;750.00
07/02/2020_10:45:18;21.5;54.7;902;864.5;810.00
07/02/2020_10:50:18;21.2;55.0;933;887.8;800.00
07/02/2020_10:55:18;21.4;55.1;941;938.5;850.00
07/02/2020_11:00:18;21.6;55.0;1001;955.7;920.00
07/02/2020_11:05:18;21.5;55.0;1041;993.7;930.00
07/02/2020_11:10:18;21.3;55.0;1058;1027.0;930.00
07/02/2020_11:15:18;21.3;55.1;1058;1024.8;920.00
07/02/2020_11:20:18;21.3;54.8;1050;1017.3;930.00
07/02/2020_11:25:18;21.3;54.7;1055;1020.8;930.00
07/02/2020_11:30:18;21.3;54.4;1047;1058.7;930.00
07/02/2020_11:35:18;21.3;54.1;1056;1048.7;930.00
07/02/2020_11:40:18;21.5;53.9;1047;1024.1;930.00
07/02/2020_11:45:18;21.5;53.9;1052;1088.4;920.00
07/02/2020_11:50:18;21.5;53.7;1047;1124.4;920.00
07/02/2020_11:55:18;21.5;53.7;1047;1090.2;920.00
07/02/2020_12:00:18;21.6;53.6;1047;1089.3;920.00
07/02/2020_12:05:18;21.5;53.5;1035;1063.3;920.00
07/02/2020_12:10:18;21.6;53.2;1027;1018.8;920.00
07/02/2020_12:15:18;21.9;52.9;1010;948.5;860.00
07/02/2020_12:20:18;21.8;52.8;987;915.6;850.00
07/02/2020_12:25:18;21.9;52.5;973;880.9;850.00
07/02/2020_12:30:18;22.1;51.9;970;894.8;840.00
07/02/2020_12:35:18;22.2;51.8;952;904.2;840.00
07/02/2020_12:40:18;22.3;50.9;970;893.5;840.00
07/02/2020_12:45:18;22.3;50.8;967;921.7;840.00
07/02/2020_12:50:18;22.2;51.2;967;943.2;850.00
07/02/2020_12:55:18;22.3;50.9;961;941.1;830.00
07/02/2020_13:00:18;22.3;51.0;956;910.9;830.00
07/02/2020_13:05:18;22.5;50.6;930;898.7;800.00
07/02/2020_13:10:18;22.4;50.6;924;944.0;780.00
07/02/2020_13:15:18;22.4;50.9;896;895.0;750.00
07/02/2020_13:20:18;22.3;51.0;887;850.6;750.00
07/02/2020_13:25:18;22.5;50.5;872;866.7;740.00
07/02/2020_13:30:18;22.6;50.6;868;811.9;730.00
07/02/2020_13:35:18;22.6;50.7;836;740.3;700.00
07/02/2020_13:40:18;22.5;50.6;824;710.7;690.00
07/02/2020_13:45:18;22.6;50.6;814;827.1;680.00
07/02/2020_13:50:18;22.7;50.3;802;744.1;670.00
07/02/2020_13:55:18;22.8;50.3;793;787.6;660.00
07/02/2020_14:00:18;22.9;49.8;791;756.3;660.00
07/02/2020_14:05:18;22.9;49.6;782;692.9;660.00
07/02/2020_14:10:18;22.9;49.9;787;646.4;660.00
07/02/2020_14:15:18;22.8;50.0;782;656.8;660.00
07/02/2020_14:20:18;23.0;49.4;782;642.0;660.00
07/02/2020_14:25:18;23.1;49.2;782;638.0;660.00
07/02/2020_14:30:18;23.0;49.5;774;649.7;660.00
07/02/2020_14:35:18;23.1;49.3;791;644.2;660.00
07/02/2020_14:40:18;23.1;49.2;796;665.6;680.00
07/02/2020_14:45:18;23.1;49.6;836;675.9;730.00
07/02/2020_14:50:18;23.1;49.6;851;715.3;730.00
07/02/2020_14:55:18;23.1;48.9;844;710.3;720.00
07/02/2020_15:00:18;23.2;48.6;856;708.5;750.00
07/02/2020_15:05:18;23.3;48.5;879;707.0;750.00
07/02/2020_15:10:18;23.2;48.8;881;761.6;780.00
07/02/2020_15:15:18;23.5;48.6;913;799.3;820.00
07/02/2020_15:20:18;23.6;48.1;936;777.5;820.00
07/02/2020_15:25:18;23.7;48.0;947;767.8;830.00
07/02/2020_15:30:18;23.7;47.5;930;746.3;800.00
07/02/2020_15:35:18;23.7;46.1;888;696.3;730.00
07/02/2020_15:40:18;23.7;44.5;819;613.1;660.00
07/02/2020_15:45:18;23.4;41.9;753;547.7;590.00
07/02/2020_15:50:18;23.4;41.6;725;539.5;580.00
07/02/2020_15:55:18;23.5;40.7;671;508.7;540.00
07/02/2020_16:00:18;23.6;39.0;634;449.3;490.00
07/02/2020_16:05:18;23.6;38.1;612;441.5;470.00
07/02/2020_16:10:18;23.6;37.5;594;461.5;490.00
07/02/2020_16:15:18;23.6;38.0;648;552.4;550.00
07/02/2020_16:20:18;23.6;37.9;680;559.7;580.00
07/02/2020_16:25:18;23.6;39.1;713;608.7;610.00
07/02/2020_16:30:18;23.7;39.4;742;602.9;640.00
07/02/2020_16:35:18;23.7;38.3;762;673.1;590.00
07/02/2020_16:40:18;23.8;38.3;745;659.0;590.00
07/02/2020_16:45:18;23.8;39.0;759;676.5;650.00
07/02/2020_16:50:18;23.9;39.6;768;657.7;660.00
07/02/2020_16:55:18;23.8;39.3;767;687.0;640.00
07/02/2020_17:00:18;23.7;39.7;756;669.0;630.00
07/02/2020_17:05:18;23.8;39.7;760;697.1;650.00
07/02/2020_17:10:18;23.8;39.7;750;723.6;650.00
07/02/2020_17:15:18;23.8;40.1;765;709.7;650.00
07/02/2020_17:20:18;23.8;40.1;768;643.7;660.00
07/02/2020_17:25:18;23.8;40.4;779;652.7;670.00
07/02/2020_17:30:18;23.8;40.6;799;665.6;680.00
07/02/2020_17:35:18;23.7;40.7;794;695.8;690.00
07/02/2020_17:40:18;23.8;40.5;813;665.0;690.00
07/02/2020_17:45:18;23.7;41.0;805;663.4;690.00
07/02/2020_17:50:18;23.7;40.8;825;668.9;700.00
07/02/2020_17:55:18;23.8;40.7;816;677.0;710.00
07/02/2020_18:00:18;23.8;40.7;822;699.8;710.00
07/02/2020_18:05:18;23.8;41.0;825;670.2;720.00
07/02/2020_18:10:18;23.7;41.0;827;672.4;710.00
07/02/2020_18:15:18;23.7;41.1;819;695.5;710.00
07/02/2020_18:20:18;23.6;41.5;828;702.1;710.00
07/02/2020_18:25:18;23.6;41.2;827;672.1;720.00
07/02/2020_18:30:18;23.7;41.2;842;682.9;730.00
07/02/2020_18:35:18;23.6;41.0;851;749.2;760.00
07/02/2020_18:40:18;23.8;40.9;861;724.2;750.00
07/02/2020_18:45:18;23.7;41.3;868;696.1;750.00
07/02/2020_18:50:18;23.5;41.8;854;686.5;750.00
07/02/2020_18:55:18;23.4;41.8;864;712.0;750.00
07/02/2020_19:00:18;23.5;42.0;862;709.6;740.00
07/02/2020_19:05:18;23.4;42.2;856;659.6;740.00
07/02/2020_19:10:18;23.4;42.3;847;715.7;740.00
07/02/2020_19:15:18;23.2;42.5;865;695.2;750.00
07/02/2020_19:20:18;23.3;42.6;851;697.3;750.00
07/02/2020_19:25:18;23.2;43.1;853;699.5;740.00
07/02/2020_19:30:18;22.9;43.6;839;683.3;730.00
07/02/2020_19:35:18;22.6;44.2;845;707.1;730.00
07/02/2020_19:40:18;22.5;45.2;876;805.1;810.00
07/02/2020_19:45:18;22.6;45.8;933;836.0;860.00
07/02/2020_19:50:18;22.5;45.7;1001;881.7;920.00
07/02/2020_19:55:18;22.5;46.0;1047;935.7;970.00
07/02/2020_20:00:18;22.5;46.2;1098;1002.2;1010.00
07/02/2020_20:05:18;22.6;46.3;1144;979.6;1040.00
07/02/2020_20:10:18;22.5;46.6;1166;1034.6;1080.00
07/02/2020_20:15:18;22.6;46.4;1172;1027.1;1070.00
07/02/2020_20:20:18;22.6;46.4;1161;1033.6;1050.00
07/02/2020_20:25:18;22.4;46.5;1172;1021.3;1040.00
07/02/2020_20:30:18;22.4;46.8;1144;984.5;1040.00
07/02/2020_20:35:18;22.4;46.8;1144;1021.8;1030.00
07/02/2020_20:40:18;22.2;46.9;1143;995.7;1020.00
07/02/2020_20:45:18;22.2;47.1;1135;990.9;1010.00
07/02/2020_20:50:18;22.3;46.8;1127;965.2;1020.00
07/02/2020_20:55:18;22.2;47.0;1126;979.3;1010.00
07/02/2020_21:00:18;22.1;47.1;1124;999.8;1010.00
07/02/2020_21:05:18;22.1;47.1;1124;995.9;1010.00
07/02/2020_21:10:18;22.0;47.5;1121;966.7;1010.00
07/02/2020_21:15:18;22.3;46.9;1130;1009.7;1030.00
07/02/2020_21:20:18;22.4;46.5;1135;1005.9;1030.00
07/02/2020_21:25:18;22.5;46.8;1160;1026.6;1090.00
07/02/2020_21:30:18;22.6;46.8;1181;1042.9;1100.00
07/02/2020_21:35:18;22.7;46.9;1212;1065.6;1120.00
07/02/2020_21:40:18;22.6;46.7;1232;1088.8;1130.00
07/02/2020_21:45:18;22.6;47.1;1255;1065.9;1150.00
07/02/2020_21:50:18;22.6;47.2;1266;1127.5;1180.00
07/02/2020_21:55:18;22.6;47.1;1274;1128.3;1180.00
07/02/2020_22:00:18;22.5;47.4;1272;1135.6;1160.00
07/02/2020_22:05:18;22.5;47.2;1272;1091.5;1160.00
07/02/2020_22:10:18;22.3;47.8;1263;1097.7;1170.00
07/02/2020_22:15:18;22.2;48.1;1278;1138.4;1170.00
07/02/2020_22:20:18;22.1;48.4;1272;1156.7;1170.00
07/02/2020_22:25:18;22.1;48.4;1289;1092.4;1160.00
07/02/2020_22:30:18;22.0;48.6;1258;1084.1;1150.00
07/02/2020_22:35:18;22.0;48.4;1261;1101.9;1140.00
